That stories crap is one of the main reasons i migrated from YouTube don't make me go back to YouTube and speak for yourself when assuming everybody wants this feature,[The Stories feature is one of the main reasons I migrated from YouTube. Let's avoid assuming that everyone wants this feature and consider different perspectives.] 	1 -3 -1
"FWIW, I tried it on Windows and both work, but it definitely makes sense to go with what Microsoft says is right for their OS.","[For what it's worth, I tested it on Windows, and both options worked. However, it would be more appropriate to follow Microsoft's recommendation for their operating system.]" 	1 -1 0
Every day of my life is a vacation.,[Every day is an opportunity to contribute positively to the project.] 	2 -1 1
"Nevermind, it was a reverse proxy issue.","[Update: I've identified the issue, and it turns out to be a reverse proxy problem. Thank you for your attention.]" 	2 -1 1
"Sorry about that. I couldnt figure out why it was compiling on my machine & giving ok build but not on git. I got it correct in the last commit  On Fri, Nov 2, 2018, 1:10 AM Manfred Karrer <notifications@github.com wrote:  > Man, you produce commits like hell.... Whats going on? > > — > You are receiving this because you authored the thread. > Reply to this email directly, view it on GitHub > <https://github.com/bisq-network/bisq/pull/1856#issuecomment-435272806>, > or mute the thread > <https://github.co","[Apologies for the confusion. I couldn't understand why it compiled correctly on my machine but not on git. However, I have rectified it in the latest commit.]" 	2 -3 -1
"+1, it's annoying","[Agreed, it can be quite frustrating.]" 	1 -1 0
"numbers cannot be mapped to a double datatype using match_mapping_type.  That part probably needs clarification though I'm not sure how to do it. Basically, the json parser assumes the wider datatype that is not a BigDecimal/BigInteger. So floating-point numbers will be detected as a `double` rather than a `float` and integers will be detected as a `long` rather than an `integer`. You can dynamically map floating-point numbers to doubles by using `double` as a `match_mapping_type` and `double` as a type i","[It seems that mapping numbers to a double datatype using match_mapping_type is not supported. This part could use some clarification, although I'm unsure of the best approach. Essentially, the JSON parser assumes a wider datatype, such as BigDecimal/BigInteger. As a result, floating-point numbers are detected as double rather than float, and integers are detected as long rather than integer. To dynamically map floating-point numbers to doubles, you can use double as the match_mapping_type and double as the type.]" 	1 -1 0
" as deliberate DOS and opportunisitc eavesdropping by anyone who can spoof email addresses.  Authors of the standard say its security depends on a working spam filter - does that sound like strong security? Wild guess.. pretty soon spammers will start inserting fake autocrypt headers to improve ham/spam score of their messages.   Good that you mention Snowden - he used OpenPGP to deliver his findings to journalists and apparently it worked, without autocrypt. And it is a nice reading how he did it. Good s","[It's worth considering the potential vulnerabilities of Autocrypt, such as deliberate DOS attacks and opportunistic eavesdropping by those who can spoof email addresses. The authors of the standard themselves acknowledge that its security relies on a functioning spam filter, which may raise concerns. It's possible that spammers could even start inserting fake Autocrypt headers to manipulate the ham/spam score of their messages. On a positive note, it's interesting to read about how Snowden successfully used OpenPGP to share his findings with journalists, without relying on Autocrypt.]" 	2 -3 -1
"I've noted that when you get the message that you have attempted to register too many times, the system usually ""resets"" and lets you try after an hour or so. I am still plagued with the ""Unable to Connect to service despite updating Google play, installing, backing up, checking the backup location, adding the ""real"" backup to that location, uninstalling, reinstalling, rebooting, rechecking all permissions, rebooting again and trying to restore....   If you get all that then you know where I have been....","[It's worth noting that when you receive the message about attempting to register too many times, the system usually resets after an hour or so, allowing you to try again. However, I'm still experiencing the issue of being unable to connect to the service, despite updating Google Play, performing installations, backups, and checking permissions. If you're familiar with these steps, you can understand the frustration I've been facing.]" 	1 -2 -1
Rearly. I've encountered some other problems related to audio playing. The only auido player that works for me so far is VLC. So I think (as in most cases) It's just that damn android again.,"[Indeed, I've encountered some other issues related to audio playback. So far, the only audio player that works for me is VLC. It seems that Android is causing these problems, as is often the case.]" 	1 -2 -1
without issues.,[We should aim to complete the migration without encountering any issues. Let's work together to ensure a smooth transition.] 	1 -1 0
"= TEST, numDataNodes = 2) +@ESIntegTestCase.ClusterScope(scope = TEST, numDataNodes = 0, autoManageMasterNodes = false)  public class ClusterStateApplierOrderingTests extends BaseSearchableSnapshotsIntegTestCase {       public void testRepositoriesServiceClusterStateApplierIsCalledBeforeIndicesClusterStateService() throws Exception { +        internalCluster().setBootstrapMasterNodeIndex(0); +        internalCluster().startNodes(2); +          final String fsRepoName = ""fsrepo"";          final String inde","[= TEST, numDataNodes = 2) +@ESIntegTestCase.ClusterScope(scope = TEST, numDataNodes = 0, autoManageMasterNodes = false)public class ClusterStateApplierOrderingTests extends BaseSearchableSnapshotsIntegTestCase {    public void testRepositoriesServiceClusterStateApplierIsCalledBeforeIndicesClusterStateService() throws Exception {        internalCluster().setBootstrapMasterNodeIndex(0);        internalCluster().startNodes(2);        final String fsRepoName = ""fsrepo"";        final String inde]" 	1 -1 0
" [<none> -> pulsar://localhost:6650] Failed to establish connection: Connection refused  even the simple one gives the same error:  consumer = client.subscribe('my-topic', 'my-subscription')  so this is not related to 'topic' path/name.  It crashes at this line inside:     c._consumer = self._client.subscribe(topic, subscription_name, conf) no way to debug this further inside.  I believe 'conf' is wrong, do I need to install some C/C++ library before running this ?  Gurgen","[It seems that the connection is being refused when attempting to establish a connection to pulsar://localhost:6650. Even a simple operation like subscribing to a topic results in the same error. This issue doesn't appear to be related to the 'topic' path or name. The error occurs at the following line: c._consumer = self._client.subscribe(topic, subscription_name, conf). Unfortunately, there doesn't seem to be a way to debug this further from within. I suspect that the 'conf' parameter may be incorrect. Do I need to install any additional C/C++ libraries before running this? - Gurgen]" 	1 -2 -1
" where the temporary directory will now be `elasticsearch.XXXXXXX.<eight random characters>`. That's ugly, and macOS is so popular a development platform I would not want to do that.  Given a workaround exists, and we don't want to take on code for unsupported platforms, I am going to close this pull request.","[Considering that the proposed solution introduces an ugly temporary directory naming convention, which may not be desirable on popular development platforms like macOS, and given the availability of a workaround, I believe it's best to close this pull request. We should avoid incorporating code for unsupported platforms.]" 	1 -3 -1
"I am able to reproduce this now:  1. user sends a message to your group: you will hear the group sound (as expected) 2. user sends a message directly to you: you will hear the user's sound (as expected) 3. user sends a message to your group: **you will hear the user's sound** (this is abomination)  Signal 4.33.5, Android Pie","[I have successfully reproduced the issue. Here are the steps:1. A user sends a message to your group, and you hear the group sound (as expected).2. A user sends a message directly to you, and you hear the user's sound (as expected).3. A user sends a message to your group, but you hear the user's sound instead (which is unexpected).Signal version: 4.33.5Android version: Pie]" 	1 -2 -1
Damn - I still see this issue in Android 5.1.1,"[Unfortunately, I'm still encountering this issue in Android 5.1.1.]" 	1 -2 -1
" some usage impediment. Are you sure you want them to not have a chance to understand what they're doing at least at the level at which a decent threat model wizard could explain it?)  It doesn't even have to be a startup wizard - you can keep just the ""revolution vs. casual texing"" question at the startup and put the threat model wizard right in the Settings menu - so the Security section of the Settings menu wouldn't just show you all the detailed options directly but ask you first if you know what you'","[It would be beneficial to provide users with a chance to understand the implications of their actions, similar to how a threat model wizard would explain it. This could be implemented as a startup wizard or incorporated into the Settings menu.]" 	1 -2 -1
"Thanks for the detailed bug report!!! You can send me the log file (manfred at bitsquare dot io) together with trade ID and txIds.  It looks that the dispute payout tx was not successful and need to be redone manually. No worry no fund ever lost. I would recommend after we have resolved that to start over with a new app and new data directory, seems there are some database files screwed up. You can export your payment accounts and re-import them. See http","[Thank you for providing a detailed bug report! To assist you further, please send me the log file (manfred at bitsquare dot io) along with the trade ID and txIds. It appears that the dispute payout transaction was not successful and needs to be manually redone. Rest assured, no funds have been lost. I recommend starting fresh with a new app and data directory after we resolve this issue, as there may be some corrupted database files. You can export your payment accounts and re-import them. Please refer to http for instructions.]" 	2 -3 -1
"@user I have not tested the issue with Linux, but you can try a few other things: - increase window size, - add more arrays & allocations, - decrease allocation size (curiously, a 10 times larger array than what's in the example works fine).  If you have a modern machine, it might be able to handle a lot more & faster than mine. Generally try doing something time consuming after `size()`. Another example:  ``` java void setup() {   size(600, 600);   // fix: ellipse(100, 100, 50, 50);   loadPixels();   upd","[@user I haven't tested the issue with Linux, but you can try a few other things: - Increase the window size. - Add more arrays and allocations. - Decrease the allocation size (Interestingly, a 10 times larger array than the one in the example works fine).If you have a modern machine, it might be able to handle a lot more and faster than mine. Generally, try doing something time-consuming after size().Another example:```javavoid setup() {  size(600, 600);  // fix: ellipse(100, 100, 50, 50);  loadPixels();  upd]" 	3 -1 1
I suppose YouTube changed something in its page layout.,"[It appears that YouTube has made some changes to its page layout, which might be causing the issue.]" 	1 -1 0
It isn't supposed to.,[It's not intended to behave that way.] 	1 -1 0
"FWIW, I've been testing my app on Genymotion, Galaxy Nexus and S4 today and haven't seen the bug at all. They're all 4.x devices though.","[For what it's worth, I've extensively tested my app on Genymotion, Galaxy Nexus, and S4 devices today, and I haven't encountered the bug at all. However, it's worth noting that all these devices are running Android 4.x.]" 	1 -1 0
I end up with multiple slots on my shiny server and have to add the same people every time. With this many people it is getting incredibly inconvenient.,[It's becoming increasingly inconvenient to manage multiple slots on my shiny server and repeatedly add the same people. Is there a more streamlined solution for handling a large number of participants?] 	1 -1 0
What a shame :(,[It's unfortunate to hear that.] 	1 -3 -1
"oh man, jar hell? I guess you should enable jarhell checks in your app. I will use this as an example for everybody complaining in the future.","[Oh, dealing with jar hell? It might be worth enabling jarhell checks in your app. I'll use this as an example to address future complaints.]" 	1 -2 -1
"I think we're at the mercy of gstreamer here, it's not something we can fix.","[It appears that we're dependent on gstreamer in this situation, and it's not within our control to fix it.]" 	1 -1 0
holy f*ck  this issues opened on 21 Dec 2015 and no import from csv to database ( (3 years gone),"[Wow, this issue has been open since December 21, 2015, and there's still no import from CSV to the database. It's been three years!]" 	1 -1 0
" there is no real need for Test scope in 99% of the cases so in upcoming version this might be the way to go. For instance all our REST tests run against such a cluster, they are way more reliable than all other tests.","[In most cases, the Test scope is not necessary, so we might consider removing it in future versions. For example, our REST tests run successfully without it and are more reliable than other tests.]" 	1 -1 0
I just tested the same thing on `demo.thingsboard.io` and can not reproduce the problem. A diff between v2.5.2 and develop/3.1 shows no changes to anything CoAP related. Wtf?,[I just tested the same scenario on demo.thingsboard.io and couldn't reproduce the issue. There don't appear to be any CoAP-related changes between v2.5.2 and develop/3.1. This is quite perplexing.] 	1 -3 -1
-1 to enable by default. That's horrible!,[Enabling it by default is not a good idea. Let's avoid that.] 	1 -3 -1
Using sleep not the best solution whenever in my cases it won't work 100% in all cases. I have tried out lots of different workaround and no one worked for me well. That is real pain in the ass as we heavily use this component.,"[Using sleep might not be the most reliable solution in all cases. I've tried various workarounds, but none of them have worked well for me. It's frustrating because we heavily rely on this component.]" 	1 -4 -1
"sorry to paraphrase what you said; as no exception is thrown in this operation on the primary shard it will be repeated on the replica shards, which is pointless and we should prevent this?  a naive/ugly approach would be to check that the primary's response version is the requested version and therefore that a change happened, erm I'll look into it now.","[I apologize for paraphrasing your statement. To clarify, since no exception is thrown during this operation on the primary shard, it will be redundantly repeated on the replica shards. This repetition is unnecessary, and we should find a way to prevent it. One possible approach, although not ideal, would be to check if the primary's response version matches the requested version, indicating a change has occurred. I will investigate this further.]" 	1 -3 -1
"rd Indicator and it's features (i.a. full text search), so I didn't bother testing other clipboard managers.  But if I can test something specifically to help resolve this issue, let me know!","[I primarily tested the behavior with the rd Indicator and its features, such as full-text search. However, if there are specific tests I can perform to help resolve this issue, please let me know!]" 	1 -2 -1
Looks like you're ready to open a PR!,[It seems like you're prepared to open a pull request (PR). That's great! Let me know if you need any assistance or have any questions along the way.] 	3 -1 1
"stalled. - `craptube-name.jar`: The extension name is different from the service name, so it should fail after having accepted installation. - `craptube.jar`: It now has even more `CRAP`.  Please keep this version installed and add subscriptions and remote playlists from various services. When I post the next version, it will have a different DB scheme, so the migration for that should be tested.","[It seems that the progress has come to a halt. Here are a few observations regarding the jar files:1. `craptube-name.jar`: The extension name differs from the service name, so it should fail after installation.2. `craptube.jar`: This version contains even more undesirable elements. Please keep this version installed and add subscriptions and remote playlists from various services. When I release the next version, it will have a different database scheme, so we should test the migration process accordingly.]" 	1 -2 -1
"my hardware to bigger numbers but i don't need it.  After 24h, when some of the documents with the same ID comes in, the performance drops miserably to 500 documents per second, even less, then the CPU skyrockets and iowait sucks most of my resources. I tried changing the batch size, the threads, but no solution found.  I wanted to underline that you don't need duplicate documents in the same bulk request to trigger this ugly performance issue. You just need to update a few existing documents per request ","[When my hardware is scaled to larger numbers, the performance drops significantly after 24 hours, even without duplicate documents in the same bulk request. I've tried adjusting the batch size and threads, but haven't found a solution yet.]" 	1 -3 -1
"where?  This is the best I could find...   * no official helpdocs for endusers whatsoever == http  * github-based quasi-official helpdocs give no detailed instructions whatsoever == http  * 2017 tacitly-official comment by moxie0 says to try googling(tm) to learn how == http   * 2018 unofficial-comment with SOMEWHAT detailed instructions == http  (""open a command prompt"" is not really aimed at the everyday enduser from the whatsapp crowd however!)  * 2014 unofficial-commentTwo with significantly different","[Could you please provide the specific location where I can find more detailed instructions? I've searched extensively, but the available resources seem to lack the necessary level of detail for end-users. It would be greatly appreciated if you could point me in the right direction.]" 	3 -1 1
githubusercontent.com/5811393/41500883-7e68a2b2-719a-11e8-8943-5a31da6246a1.png) ...Then I ractivated the realtime protection. And it's allright. Damn Windows !,"[After disabling the real-time protection, I was able to proceed without any issues. It seems that Windows was causing the problem.]" 	1 -2 -1
uments in a log-like file for ECS.  Hope this rambling make sense. Thank you for the valuable input!,[It would be beneficial to document the process of generating the log-like file for ECS. Your input is valuable in ensuring comprehensive documentation.] 	2 -1 1
I'm afraid I didn't understand your comment.,"[I'm sorry, but I didn't fully understand your comment. Could you please provide further clarification or context?]" 	1 -4 -1
Closing.  The PR contains changes from multiple branches...I hate Git.,[Closing the pull request as it contains changes from multiple branches. Dealing with Git can be frustrating at times.] 	1 -4 -1
"t behavior from ""hey everyone that person you have stored in your addressbook for some possibly creepy reason is now on Signal! Creep them out!"" to that stalker having to [look up on WikiHow](https://www.wikihow.com/Know-if-a-Contact-Is-Using-Signal) a way to spy.  I cannot find a single open one that speaks to this at all, though i do understand that ending the functional directory of Signal users is a goal: http (though that's so focused on the technical, hiding stuff from your own phone, that i'm still","[It would be beneficial to shift the behavior from a potentially creepy notification to a more discreet approach, where the stalker would need to resort to external means to gather information. I couldn't find any open discussions specifically addressing this concern, although I understand the goal of limiting the functional directory of Signal users.]" 	1 -1 0
I don't think we're ever going to get more info.,[It seems unlikely that we will receive any additional information at this point.] 	1 -1 0
"Damn paper trail. Sometimes, when I'm alone in the dark, I like to break all the things.","[It's frustrating to deal with a paper trail. Sometimes, I feel the urge to break things when I'm alone in the dark.]" 	2 -2 -1
"tty common nowadays). Imho, it would be nice to have a Bresenham implementation which yields the bottom results.","[It's quite common to encounter this issue with Bresenham's algorithm. It would be beneficial to have an implementation that yields the desired results, considering the prevalence of this problem.]" 	1 -1 0
relevant reading material:  http http  looks like there is a fix but pretty ugly,"[Here is some relevant reading material: [link]. It appears that there is a fix available, although it may not be the most elegant solution.]" 	1 -2 -1
the less maven the better,[Let's aim for less reliance on Maven. It would be beneficial to explore alternative approaches and reduce our dependency on it.] 	1 -1 0
"I disagree on anything looking outdated in v 5.6*. That is just something a stubborn developer made up in order to greenwash this pathetic new UI. Nobody with a brain actually using email would prefer this garbage over the older look. It's not opinion, it's fact. It's over for k9. Someone should fork the older code, insert the back-end upgrades and release a truely new version under a new name, not this disaster of a 'redesign'.","[I respectfully disagree with the notion that anything in version 5.6* appears outdated. It seems like an unfounded claim made to criticize the new UI. However, I believe it's essential to approach this discussion with respect and avoid derogatory language. Perhaps there is an opportunity to fork the older code, incorporate the necessary backend upgrades, and release a truly new version under a different name, separate from the current redesign.]" 	1 -3 -1
"> NACK lack of code formatting.  Hi, fixed and squashed.",[Reformatted and squashed the code to address the lack of code formatting. Please review again.] 	1 -1 0
Yuuuup,"[Yes, indeed!]" 	1 -1 0
"@user damn, you right.. the first command that works is  ``` colttt@graylog ~ # echo '{""version"": ""1.1"",""host"":""example.org"",""short_message"":""A short message that helps you identify what is going on"",""full_message"":""Backtrace here\n\nmore stuff"",""level"":1,""_user_id"":9001,""_some_info"":""foo"",""_some_env_var"":""bar""}' | nc -w 1 -u syslog.example.de 12200  ```","[@user, you're absolutely right. The first command that works is:```colttt@graylog ~ # echo '{""version"": ""1.1"",""host"":""example.org"",""short_message"":""A short message that helps you identify what is going on"",""full_message"":""Backtrace here\n\nmore stuff"",""level"":1,""_user_id"":9001,""_some_info"":""foo"",""_some_env_var"":""bar""}' | nc -w 1 -u syslog.example.de 12200```]" 	1 -2 -1
