,Sentence_Uncivil,Sentence_Civil,Final_Similarity_Score
10,Let's celebrate yet another unsuccessful release.,Let's celebrate the successful release of this issue.,0.702273845672607
11,st stated is reflected in the trade statistics (that an offer is taken and becomes a trade). That is what I meant with objective value.,I believe what I stated is reflected in the trade statistics (that an offer is taken and becomes a trade). That's what I meant with objective value.,0.977668285369873
12, the users. This was no different to first TueCrypt users ([OTR](https://whispersystems.org/blog/simplifying-otr-deniability/) vs. [Plausible deniability](http://www.truecrypt.org/docs/plausible-deniability)) or first Tor exit node hosts.   > Only people who actually DO have something to hide install TS.  What about [CyanogenMod integration](https://whispersystems.org/blog/cyanogen-integration/)?  > What happens when TS becomes popular in a region?  Media/activists become aware of this feature and advise ,"I believe that only people who actually have something to hide should install TS. This was no different to first TueCrypt users ([OTR](https://whispersystems.org/blog/simplifying-otr-deniability/) or first Tor exit node hosts. [Plausible deniability](http://www.truecrypt.org) is similar to this. It's important to consider the needs of the users. For example, what about [CyanogenMod integration](link to the official website) and [cyanogen-integration](link back to the original blog post](link).",0.910139143466949
13,static Collection<Inet6Address> getPossibleInetAddressesFor(final Inet6Address inet6Address) {         if ((!inet6Address.isSiteLocalAddress() && !inet6Address.isLinkLocalAddress())                 || inet6Address.getScopeId() > 0 || inet6Address.getScopedInterface() != null) {             return Collections.singleton(inet6Address),"static Collection<Inet6Address> getPossibleInetAddressesFor(final Ininet6Address inet06Address) {    if ((!inet06Address.isLinkLocalAddress())!= null) { return Collections.singleton(inet6address); } else {  }   If ((inet6 address.isSiteLocalAddress() &&!inet6addr.getScopeId() > 0 || inet6address.getScopedInterface()!= null ) {  if (inet6 Address.islinkLocalAddress().isLinklocalAddress())   } return Collections.singleton() ; } else, if ((inet6.issiteLocalAddress.getSiteId()!= 0 || INET6Address.getsScopeId().isSiteAddress()) && ininet6.getscopedInterface().isNetworkInterface()) {  If (!inet6 addr.getAddressId() == 0 || inet6 addresses.getScreenId() >= 0 || Inet6 address's.getAccessId() <= 0) { }  } LinkedList<NetworkInterface> possibleAddresses = new LinkedListedList<Innet6Address>.then {  Enumeration<Networkinterface> interfaces = NetworkInt.getEnumeration(""NetworkInterface"").singleton(); } } }",0.98982435464859
14,"Open a new ticket with your code and the error, then.",It would be great if you could open a new ticket with your code and the error you've identified.,0.923739075660706
15,      }          } ```,It's important to maintain a respectful tone. Let's maintain a positive tone.,0.420782566070557
16,"Never mind, red herring!","Never mind, it's a red herring!",0.933833599090576
17,"to fix because there is a fundamental design decision at the heart of the issue based on a bad assumption about the spec, probably by reading too much into the example without properly reading the spec itself (the type of the 'content' field is quite explicitly a Map[""String"", Media Type Object]). That, or pointlessly assuming nobody would need it anyway.  API endpoints are not RPCs and hence are not uniquely valued mathematical functions!  At the very least, it should be mentioned under Limitations or Er","It's important to address this issue because there is a fundamental design decision at the heart of the issue based on a bad assumption about the spec, probably made by reading too much into the example without properly understanding the spec itself (the type of the 'content' field is quite explicitly a Map[""String"", Media Type Object]). It would be better to address the issue rather than assuming nobody would need it anyway. API endpoints are not RPCs and hence are not uniquely valued mathematical functions! At the very least, it should be mentioned under Limitations or Er.",0.982802212238312
18,"I have tried all HLS streams in demo app with speed up to 2x (when possible, Apple master streams cannot change speed), playback is smooth, if we can talk about smoothness with the content like this.  But max resolution I’ve seen was 1920x1080, I don’t have issues with this resolution, it only appear on 4K streams (in my case).  4K 60fps DASH was pretty smooth with speeds up to 1.5x (2x is ugly).  Clear DASH UHD 264/265 24fps playback is smooth even with 2x speed.","I have tried all HLS streams in demo app with speeds up to 2x (when possible, Apple master streams cannot change speed), playback is smooth, if we can talk about smoothness with the content like this. However, the max resolution I have seen was 1920x1080, I don't have issues with this resolution, but it only appears on 4K streams (in my case). 4K 60fps DASH was smooth with speeds of up to 1.5x (2x is not ideal). Clear DASH UHD 264/265 24fps playback was smooth even with 2x speed.",0.997036397457123
19,Thanks for your reply. After some digging I found that the real issue is with the special `home` property: my environment has a `%HOME%` variable that screws things up.  Sorry for opening this issue,"Thanks for your reply. After some digging, I found that the real issue lies with the special `home` property: my environment has a `%HOME%` variable that can cause issues. I apologize for opening this issue.",0.987899363040924
20,"Forcing clients to re-parse text returned by utility that parses text is weird. Can we have nested nodes that provide variable name separately?  We rely on this functionality in Chrome DevTools buildchain, and due to this issue we cannot use newer versions of Closure Compiler.","Forcing clients to re-parse text returned by utility that parses text is not ideal. Can we have nested nodes that provide variable name separately? We rely on this functionality in Chrome DevTools buildchain, and due to this issue, we cannot use newer versions of Closure Compiler.",0.993208467960358
21,"Holy mother your FCM messages for Signal are insanely delayed, averaging ~5-6 hours. I'd recommend checking battery/background configuration on your device. This is super odd but sadly not something we can control.  ![image](https://user-images.githubusercontent.com/66265416/179264816-26e82049-f7f5-4587-80a3-163d929e0564.png)","Holy mother, your FCM messages for Signal are consistently delayed, averaging ~5-6 hours. This is quite unusual, but unfortunately, it's not something we can control. I suggest checking battery/background configuration on your device. ![image](https://user-images.githubusercontent.com/66265416/179264816-26e82049-f7f5-4587-80a3-163d929e0564.png)",0.98691338300705
22,e name of the service. Which was youtube in this case.  So in order to know what time of kiosk you are seeing id like to leave a header. Although its true the current header is ugly.,"It's true that the current header is not aesthetically pleasing. In order to determine the time of kiosk you are seeing, it would be preferable to include a header with the name of the service. Which was youtube in this case.",0.917183458805084
23,Has anyone figured out how to get around this?,Has anyone found a way to circumvent this issue?,0.899987101554871
24,"Your standard video game key assignment screen, yeah? Seems like exactly how everyone else solves it which means either we're all crazy, or we've come to a generic solution and most users are familiar with the style. Tally ho","Your standard video game key assignment screen seems unnecessary, doesn't it? It seems like everyone else solves it differently, either we're all crazy or we've come up with a generic solution that most users are familiar with. Tally ho",0.936748921871185
25,"Thanks! Could i ask you to sign our CLA if you haven't set? See http I know that kinda sucks, but we have to keep things in order.","Could you please sign our CLA if you haven't set it? I understand that it's not ideal, but we have to keep things in order.",0.943339347839356
26,">  >  > > no-one from Signal noticed >  > @user closed #11114... and that's it 😑 >  > Come on, this is so annoying, and clearly _easy to fix_ if workarounds from #10929 make it work (I tried, and they do. I had to teach my mom how to do it 😑)  I don't get what these guys are doing. This shows that they are reading these bugs and yet no-one has had the courtesy to even acknowledge the problem listed here and in multiple related reports, let alone to give any indication of when the (most likely trivial) wor","No-one from Signal has noticed #11114, and that's it. It's frustrating that no-one has had the courtesy to acknowledge the problem listed here and in multiple related reports, let alone provide any indication of when the (most likely trivial) fix will be implemented. It would be helpful if they could provide more information about the status of the issue.",0.843595504760742
27,"@user Manual resizing of pictures before sending them is the most uncomfortable thing I can imagine in a mobile messenger app. It needs at least twice the time in a point, shoot and send situation. Also common users even have no idea how to do it. I'd rather add another option ""Send picture (uncompressed)"" to the attachment menu. But also on the receiver side I would not want my app to autmatically download uncompressed images and waste my limited data plan.  @user Currently pictures with text in it are n","@user Manual resizing of pictures before sending them is the most uncomfortable thing I can imagine in a mobile messenger app. It requires at least twice the time in a point-and-shoot and send situation. Also, common users may not be familiar with how to handle it. I suggest adding another option ""Send picture (uncompressed)"" to the attachment menu. On the other hand, on the receiver side, I don't want my app to autmatically download uncompressed images and waste my limited data plan. Currently, pictures with text in it are not available. Let's address this issue by adding an option to the attachments menu.",0.979155659675598
28,me in a platform independent way ( I am using it for loading avatar images inside a game),I'm using it for loading avatar images inside a game. It's a platform independent approach.,0.968529462814331
29,That stories crap is one of the main reasons i migrated from YouTube don't make me go back to YouTube and speak for yourself when assuming everybody wants this feature,The stories that led to my decision to migrate from YouTube don't make me reconsider my commitment to YouTube and speak for yourself when assuming everyone wants this feature.,0.87228000164032
30,"FWIW, I tried it on Windows and both work, but it definitely makes sense to go with what Microsoft says is right for their OS.","I've tried it on Windows and both work, but it seems like it would be better to align with what Microsoft recommends for their operating system.",0.94589102268219
31,Every day of my life is a vacation.,I appreciate our individual contributions.,0.372639834880829
32,"Nevermind, it was a reverse proxy issue.","Nevermind, it was a reverse proxy issue.",1.00000011920929
33,"Sorry about that. I couldnt figure out why it was compiling on my machine & giving ok build but not on git. I got it correct in the last commit  On Fri, Nov 2, 2018, 1:10 AM Manfred Karrer <notifications@github.com wrote:  > Man, you produce commits like hell.... Whats going on? > > — > You are receiving this because you authored the thread. > Reply to this email directly, view it on GitHub > <https://github.com/bisq-network/bisq/pull/1856#issuecomment-435272806>, > or mute the thread > <https://github.co","I'm sorry about that. I couldn't figure out why it was compiling on my machine and giving an ok build but not on Git. I made it correct in the last commit. On Fri, Nov 2, 2018, at 1:10 AM, Manfred Karrer <notifications@github.com wrote: Man, you produce commits like hell... What's happening? > > — > You are receiving this because you authored the thread. To access this email directly, you can either view it on GitHub > <https://github. com/bisq-network/bbisq/pull/1856#issuecomment-435272806>, or mute the thread > [link to the thread].",0.986814498901367
34,"+1, it's annoying","+1, it's frustrating",0.970916569232941
35,"numbers cannot be mapped to a double datatype using match_mapping_type.  That part probably needs clarification though I'm not sure how to do it. Basically, the json parser assumes the wider datatype that is not a BigDecimal/BigInteger. So floating-point numbers will be detected as a `double` rather than a `float` and integers will be detected as a `long` rather than an `integer`. You can dynamically map floating-point numbers to doubles by using `double` as a `match_mapping_type` and `double` as a type i","The json parser assumes the wider datatype that is not a BigDecimal/BigInteger. So floating-point numbers will be detected as a ""double"" rather than a ""float"" and integers will be displayed as a 'long' rather than an 'integer'. However, you can dynamically map them to doubles by using 'double' as a match_mapping_type and 'double"" as a type. I'm not sure how to do it.numbers cannot be mapped to doubles using match_matches_type. However, they can be dynamically mapped to double datatypes by using `double` as a `match_match_type` and `double_type' as the type.",0.956614971160889
36," as deliberate DOS and opportunisitc eavesdropping by anyone who can spoof email addresses.  Authors of the standard say its security depends on a working spam filter - does that sound like strong security? Wild guess.. pretty soon spammers will start inserting fake autocrypt headers to improve ham/spam score of their messages.   Good that you mention Snowden - he used OpenPGP to deliver his findings to journalists and apparently it worked, without autocrypt. And it is a nice reading how he did it. Good s","It's interesting that you mention Snowden, as he used OpenPGP to deliver his findings to journalists and apparently it worked, without autocrypt. And it's a nice read how he did it. However, it's important to note that the security of the standard depends on a working spam filter, which may not be the best approach. It's possible that spammers will introduce fake ""autocrypt"" headers to improve the ham/spam score of their messages. This could lead to malicious DOS and opportunisitc eavesdropping by anyone who can spoof email addresses.",0.954575955867767
37,"I've noted that when you get the message that you have attempted to register too many times, the system usually ""resets"" and lets you try after an hour or so. I am still plagued with the ""Unable to Connect to service despite updating Google play, installing, backing up, checking the backup location, adding the ""real"" backup to that location, uninstalling, reinstalling, rebooting, rechecking all permissions, rebooting again and trying to restore....   If you get all that then you know where I have been....","I've noticed that when you have attempted to register too many times, the system usually ""resets"" and allows you to try again after an hour or so. However, I'm still encountering the ""Unable to Connect to Service"" message despite updating Google play, installing, backing up, checking the backup location, adding the ""real"" backup to that location, uninstalling, reinstalling, rebooting, rechecking all permissions, and attempting to restore. If you receive all that information, you'll understand where I've been.",0.985274910926819
38,Rearly. I've encountered some other problems related to audio playing. The only auido player that works for me so far is VLC. So I think (as in most cases) It's just that damn android again.,"I've encountered some issues related to audio playing. Currently, the only auido player that works for me is VLC. So, I believe it's simply an issue with the android again.",0.96554696559906
39,without issues.,Without issues.,1.00000011920929
40,Err:508,"@ESIntegTestCase.ClusterScope(scope = TEST, numDataNodes = 0, autoManageMasterNs = false) public class ClusterStateApplierOrderingTests extends BaseSearchableSnapshotsintegTestCase { } public void testRepositoriesServiceClusterState ApplierIsCalledBeforeIndicesClusterService() throws Exception { +    }   internalCluster().setBootstrapMasterNodeIndex(0); + Â   *   externalCluster()().startNodes(2); + // final String fsRepoName = ""fsrepo""; Â final String inde",0.252231270074844
41," [<none> -> pulsar://localhost:6650] Failed to establish connection: Connection refused  even the simple one gives the same error:  consumer = client.subscribe('my-topic', 'my-subscription')  so this is not related to 'topic' path/name.  It crashes at this line inside:     c._consumer = self._client.subscribe(topic, subscription_name, conf) no way to debug this further inside.  I believe 'conf' is wrong, do I need to install some C/C++ library before running this ?  Gurgen","It crashes at this line inside: [<none> -> pulsar://localhost:6650] Failed to establish connection: Connection refused. Even the simple one gives the same error:  consumer = client.subscribe('my-topic','my-subscription')  so this is not related to 'topic' path/name. There's no way to debug this further inside. Gurgen",0.989189684391022
42," where the temporary directory will now be `elasticsearch.XXXXXXX.<eight random characters>`. That's ugly, and macOS is so popular a development platform I would not want to do that.  Given a workaround exists, and we don't want to take on code for unsupported platforms, I am going to close this pull request.","The temporary directory will now be `elasticsearch.XXXXXXX.<eight random characters>`. That's not aesthetically pleasing, and macOS is a popular development platform. Given that a workaround exists, and we don't want to take on code for unsupported platforms, I will close this pull request.",0.99046790599823
43,"I am able to reproduce this now:  1. user sends a message to your group: you will hear the group sound (as expected) 2. user sends a message directly to you: you will hear the user's sound (as expected) 3. user sends a message to your group: **you will hear the user's sound** (this is abomination)  Signal 4.33.5, Android Pie","I'm able to reproduce this now: 1) user sends a message to your group: you will hear the group sound (as expected) 2) user passes a message directly to you: you'll hear the user's sound (As expected) 3) user communicates with your group; you will also hear the users sound (this is a challenging situation) Signal 4.33.5, Android Pie",0.979423344135284
44,Damn - I still see this issue in Android 5.1.1,"Oops, I still see this issue in Android 5.1.1",0.988770604133606
45," some usage impediment. Are you sure you want them to not have a chance to understand what they're doing at least at the level at which a decent threat model wizard could explain it?)  It doesn't even have to be a startup wizard - you can keep just the ""revolution vs. casual texing"" question at the startup and put the threat model wizard right in the Settings menu - so the Security section of the Settings menu wouldn't just show you all the detailed options directly but ask you first if you know what you'","It doesn't have to be a startup wizard - you can keep just the ""revolution vs. casual texing"" question at the startup and place the threat model wizard right in the Settings menu. This way, the Security section of the settings menu would be able to provide detailed information without introducing any usage impediment. However, it would be beneficial to ensure that users have a chance to understand what they're doing at least at the level at which a decent threat model could explain it.",0.938001930713654
46,"Thanks for the detailed bug report!!! You can send me the log file (manfred at bitsquare dot io) together with trade ID and txIds.  It looks that the dispute payout tx was not successful and need to be redone manually. No worry no fund ever lost. I would recommend after we have resolved that to start over with a new app and new data directory, seems there are some database files screwed up. You can export your payment accounts and re-import them. See http","Thanks for the detailed bug report! You can send me the log file (manfred at bitsquare dot io) together with trade ID and txIds. It appears that the dispute payout tx was not successful and need to be redone manually. I would recommend starting over with a new app and new data directory, as it seems there are some database files that are not working properly. No worry, no funds were lost. You can export your payment accounts and re-import them. See http",0.979238271713257
47,"@user I have not tested the issue with Linux, but you can try a few other things: - increase window size, - add more arrays & allocations, - decrease allocation size (curiously, a 10 times larger array than what's in the example works fine).  If you have a modern machine, it might be able to handle a lot more & faster than mine. Generally try doing something time consuming after `size()`. Another example:  ``` java void setup() {   size(600, 600);   // fix: ellipse(100, 100, 50, 50);   loadPixels();   upd","@user I have not tested the issue with Linux, but you can try a few other options: - increase window size, - add more arrays & allocations, - decrease allocation size (curiously, a 10 times larger array than what's shown in the example works fine). If you have a modern machine, it might be able to handle a lot more & faster than mine. Generally, try doing something time consuming after `size()`. Another example:  ``` java void setup() {   size(600, 600);   // fix: ellipse(100, 100, 50, 50); loadPixels();   upd",0.998861968517303
48,I suppose YouTube changed something in its page layout.,I believe YouTube has made some changes in its page layout.,0.969691276550293
49,It isn't supposed to.,It doesn't work that way.,0.925067603588104
50,"FWIW, I've been testing my app on Genymotion, Galaxy Nexus and S4 today and haven't seen the bug at all. They're all 4.x devices though.","I've been testing my app on Genymotion, Galaxy Nexus and S4 today and haven't encountered any issues. They're all 4.x devices though.",0.9673792719841
51,I end up with multiple slots on my shiny server and have to add the same people every time. With this many people it is getting incredibly inconvenient.,"I end up with multiple slots on my shiny server and having to add the same people every time. With this many people, it's becoming incredibly inconvenient.",0.996548116207123
52,What a shame :(,What a shame :(,1
53,"oh man, jar hell? I guess you should enable jarhell checks in your app. I will use this as an example for everybody complaining in the future.","Oh man, jar hell strikes again. I think you should enable jarhell checks in your app. It will be beneficial to use this as an example for others in the future.",0.953531086444855
54,"I think we're at the mercy of gstreamer here, it's not something we can fix.","We seem to be at the mercy of gstreamer, and it's not something we can address immediately.",0.948607206344605
55,holy f*ck  this issues opened on 21 Dec 2015 and no import from csv to database ( (3 years gone),"This issues opened on 21 Dec 2015, with no import from csv to database (3 years gone).",0.981411337852478
56," there is no real need for Test scope in 99% of the cases so in upcoming version this might be the way to go. For instance all our REST tests run against such a cluster, they are way more reliable than all other tests.","There is no real need for Test scope in 99% of the cases, so in the upcoming version, this approach might be the way to go. For instance, all our REST tests run against such a cluster, and they are highly reliable compared to all other tests.",0.991749167442322
57,I just tested the same thing on `demo.thingsboard.io` and can not reproduce the problem. A diff between v2.5.2 and develop/3.1 shows no changes to anything CoAP related. Wtf?,"I just tested the same thing ondemo.thingsboard.io, but I can't reproduce the problem. A diff between v2.5.2 and develop/3.1 shows no changes to anything CoAP-related. What's happening here?",0.979333221912384
58,-1 to enable by default. That's horrible!,It would be preferable to enable this by default. It's a terrible approach!,0.802280902862549
59,Using sleep not the best solution whenever in my cases it won't work 100% in all cases. I have tried out lots of different workaround and no one worked for me well. That is real pain in the ass as we heavily use this component.,"In my opinion, using sleep is not the best solution since it tends to work 100% in all cases. I've tested out numerous different workaround, but none have worked for me well. It's a real pain in the ass as we heavily use this component.",0.962751626968384
60,"sorry to paraphrase what you said; as no exception is thrown in this operation on the primary shard it will be repeated on the replica shards, which is pointless and we should prevent this?  a naive/ugly approach would be to check that the primary's response version is the requested version and therefore that a change happened, erm I'll look into it now.","Sorry to paraphrase what you said, but if no exception is thrown in this operation on the primary shard, it will be repeated on the replica shards, which is pointless and we should prevent it. A more straightforward approach would be to check that the primary's response version is the requested version and ensure that a change occurred. I'll look into it now.",0.990268528461456
61,"rd Indicator and it's features (i.a. full text search), so I didn't bother testing other clipboard managers.  But if I can test something specifically to help resolve this issue, let me know!","I haven't tested other clipboard managers due to the limitations of the Third Indicator and it's features (i.e. full text search), so I'm not sure if there's anything specific I can do to address this issue. If you have any suggestions, let me know!",0.909316897392273
62,Looks like you're ready to open a PR!,Let's collaborate on refining this code for better maintainability.,0.492970198392868
63,"stalled. - `craptube-name.jar`: The extension name is different from the service name, so it should fail after having accepted installation. - `craptube.jar`: It now has even more `CRAP`.  Please keep this version installed and add subscriptions and remote playlists from various services. When I post the next version, it will have a different DB scheme, so the migration for that should be tested.","The extension name is different from the service name, so it should fail after the installation. Please keep this version installed and add subscriptions and remote playlists from various services. When I post the next version, it will have a different DB scheme, so the migration for that should be tested.",0.958998501300812
64,"my hardware to bigger numbers but i don't need it.  After 24h, when some of the documents with the same ID comes in, the performance drops miserably to 500 documents per second, even less, then the CPU skyrockets and iowait sucks most of my resources. I tried changing the batch size, the threads, but no solution found.  I wanted to underline that you don't need duplicate documents in the same bulk request to trigger this ugly performance issue. You just need to update a few existing documents per request ","My hardware is capable of handling larger numbers, but I don't need it. After 24 hours, when some of the documents with the same ID come in, the performance drops to less than 500 documents per second, even less, then the CPU skyrockets and iowait consumes most of my resources. I tried changing the batch size, the threads, but no solution has been found. I wanted to underline that duplicate documents in the same bulk request don't cause this issue. You just need to update a few existing documents per request.",0.97305816411972
65,"where?  This is the best I could find...   * no official helpdocs for endusers whatsoever == http  * github-based quasi-official helpdocs give no detailed instructions whatsoever == http  * 2017 tacitly-official comment by moxie0 says to try googling(tm) to learn how == http   * 2018 unofficial-comment with SOMEWHAT detailed instructions == http  (""open a command prompt"" is not really aimed at the everyday enduser from the whatsapp crowd however!)  * 2014 unofficial-commentTwo with significantly different","Where are the official helpdocs for endusers? This is the best I could find...   * no official documentation for end users whatsoever == http == http  * github-based quasi-official helpdocs provide no detailed instructions whatsoever ==  * 2017 tacitly-official comment by moxie0 says to try googling(tm) to learn how == http.  * 2018 unofficial-comment with SOMEWHAT detailed instructions == http (""open a command prompt"" is not really aimed at the everyday enduser from the whatsapp crowd, however!)  * 2014 unofficial comment with significantly different instructions.",0.990853488445282
66,githubusercontent.com/5811393/41500883-7e68a2b2-719a-11e8-8943-5a31da6246a1.png) ...Then I ractivated the realtime protection. And it's allright. Damn Windows !,It's all right. I've removed the realtime protection. And it's allright. (https://dl.githubusercontent.com/5811393/41500883-7e68a2b2-719a-11e8-8943-5a31da6246a1.png),0.904019415378571
67,uments in a log-like file for ECS.  Hope this rambling make sense. Thank you for the valuable input!,I apologize for the lengthy explanation. I've included the log-like file for ECS. Thank you for the valuable input!,0.900933682918549
68,I'm afraid I didn't understand your comment.,"I'm sorry, I didn't understand your comment.",0.968917727470398
69,Closing.  The PR contains changes from multiple branches...I hate Git.,Closing. The PR contains changes from multiple branches... I dislike Git.,0.994358897209168
70,"t behavior from ""hey everyone that person you have stored in your addressbook for some possibly creepy reason is now on Signal! Creep them out!"" to that stalker having to [look up on WikiHow](https://www.wikihow.com/Know-if-a-Contact-Is-Using-Signal) a way to spy.  I cannot find a single open one that speaks to this at all, though i do understand that ending the functional directory of Signal users is a goal: http (though that's so focused on the technical, hiding stuff from your own phone, that i'm still","I'm having trouble finding any open discussions that address this issue. It seems that the behavior from ""hey everyone that person you have stored in your addressbook for some possibly creepy reason is now on Signal! Creep them out!"" to that stalker having to [look up on WikiHow](https://www.wikihow.com/Know-if-a-Contact-Is-Using-Signal) could be considered a way to spy. Although I understand that ending the functional directory of Signal users is a goal, it seems that there are no open discussions on this topic. I'm still interested in exploring alternative approaches.",0.943271696567535
71,I don't think we're ever going to get more info.,I believe we're not going to receive more information about this issue.,0.860466122627258
72,"Damn paper trail. Sometimes, when I'm alone in the dark, I like to break all the things.","The paper trail can be frustrating. Sometimes, when I'm alone in the dark, I like to break all the things.",0.948591411113739
73,"tty common nowadays). Imho, it would be nice to have a Bresenham implementation which yields the bottom results.",It would be beneficial to have a Bresenham implementation that yields the bottom-of-the-line results (which seems to be more common nowadays).,0.914376974105835
74,relevant reading material:  http http  looks like there is a fix but pretty ugly,"It appears that there is a fix, but it's not aesthetically pleasing. Here's some relevant reading material:",0.764227390289307
75,the less maven the better,The less maven the better.,0.994592428207397
