,Sentence_Uncivil,Sentence_Civil,Final_Similarity_Score
20,"Forcing clients to re-parse text returned by utility that parses text is weird. Can we have nested nodes that provide variable name separately?  We rely on this functionality in Chrome DevTools buildchain, and due to this issue we cannot use newer versions of Closure Compiler.","It's not ideal to force clients to re-parse text returned by the utility that parses text. Can we consider having nested nodes provide the variable name separately? We rely on this functionality in the Chrome DevTools buildchain, but due to this issue, we cannot use newer versions of Closure Compiler.",0.9844177961349487
21,"Holy mother your FCM messages for Signal are insanely delayed, averaging ~5-6 hours. I'd recommend checking battery/background configuration on your device. This is super odd but sadly not something we can control.  ![image](https://user-images.githubusercontent.com/66265416/179264816-26e82049-f7f5-4587-80a3-163d929e0564.png)","FCM messages for Signal are consistently delayed, averaging 5-6 hours. It would be advisable to check the battery/background configuration on your device. Although it may seem unusual, it's not something we can control.",0.9469590187072754
22,e name of the service. Which was youtube in this case.  So in order to know what time of kiosk you are seeing id like to leave a header. Although its true the current header is ugly.,"To identify the service name, which was YouTube in this case, I suggest leaving a header. Although it's true that the current header is not very appealing, it would help identify which specific time of kiosk you are viewing.",0.9085521697998047
23,Has anyone figured out how to get around this?,Is there any way around this issue that can be worked out?,0.9072697162628174
24,"Your standard video game key assignment screen, yeah? Seems like exactly how everyone else solves it which means either we're all crazy, or we've come to a generic solution and most users are familiar with the style. Tally ho","This seems like the typical video game key assignment screen, right? It appears that everyone else uses the same approach, which suggests that either we're working towards a common solution and most users are familiar with the style. Tally ho!",0.9384850859642029
25,"Thanks! Could i ask you to sign our CLA if you haven't set? See http I know that kinda sucks, but we have to keep things in order.","Thank you! Could I request you to sign our CLA if you haven't already done so? Please refer to the link below. I understand it's not ideal, but we need to keep things in order.",0.9588804841041565
26,">  >  > > no-one from Signal noticed >  > @user closed #11114... and that's it 😑 >  > Come on, this is so annoying, and clearly _easy to fix_ if workarounds from #10929 make it work (I tried, and they do. I had to teach my mom how to do it 😑)  I don't get what these guys are doing. This shows that they are reading these bugs and yet no-one has had the courtesy to even acknowledge the problem listed here and in multiple related reports, let alone to give any indication of when the (most likely trivial) wor",It appears that the problem is being ignored by Signal. It would be helpful if someone could acknowledge the existence of the listed bugs and provide an explanation for their occurrence.,0.7609761357307434
27,"@user Manual resizing of pictures before sending them is the most uncomfortable thing I can imagine in a mobile messenger app. It needs at least twice the time in a point, shoot and send situation. Also common users even have no idea how to do it. I'd rather add another option ""Send picture (uncompressed)"" to the attachment menu. But also on the receiver side I would not want my app to autmatically download uncompressed images and waste my limited data plan.  @user Currently pictures with text in it are n","@user Manual resizing of pictures before sending them is quite uncomfortable in a mobile messenger app. It requires at least twice the time in the point-shoot-send situation, and many common users may not know how to handle it. I would prefer adding another option to ""Send picture (uncompressed)"" to the attachment menu, but also on the receiver side, I wouldn't want my app to automatically download uncompressible images and waste my limited data plan. @ user Currently, pictures with text in them are not allowed.",0.982680082321167
28,me in a platform independent way ( I am using it for loading avatar images inside a game),"I'm using it for loading avatar images within a game, and it's completely independent of the platform.",0.8945856690406799
29,That stories crap is one of the main reasons i migrated from YouTube don't make me go back to YouTube and speak for yourself when assuming everybody wants this feature,The stories that have sparked my migration from YouTube have been quite problematic. It's important to approach discussions with respect and consideration rather than assuming that everyone wants this feature.,0.8371022343635559
30,"FWIW, I tried it on Windows and both work, but it definitely makes sense to go with what Microsoft says is right for their OS.","I tested it on Windows and both worked correctly, but it definitely makes sense to follow what Microsoft says is the correct approach for their OS.",0.9567784070968628
31,Every day of my life is a vacation.,I appreciate your dedication to the code. Let's work together on the improvements.,0.29234927892684937
32,"Nevermind, it was a reverse proxy issue.","Never mind, it was a reverse proxy issue.",0.9857759475708008
33,"Sorry about that. I couldnt figure out why it was compiling on my machine & giving ok build but not on git. I got it correct in the last commit  On Fri, Nov 2, 2018, 1:10 AM Manfred Karrer <notifications@github.com wrote:  > Man, you produce commits like hell.... Whats going on? > > — > You are receiving this because you authored the thread. > Reply to this email directly, view it on GitHub > <https://github.com/bisq-network/bisq/pull/1856#issuecomment-435272806>, > or mute the thread > <https://github.co","I apologize for the inconvenience caused. I couldn't figure out why it was compiling on my machine and giving a build acceptable but not on Git. In the last commit, I verified that it is correct. It's important to acknowledge that man, you produce commits like crazy... What'S going on? > > — > You are receiving this email because you authored the thread. Please reply directly to this message on GitHub: [link to the email]",0.8613133430480957
34,"+1, it's annoying",Not Generated,0.6189681887626648
35,"numbers cannot be mapped to a double datatype using match_mapping_type.  That part probably needs clarification though I'm not sure how to do it. Basically, the json parser assumes the wider datatype that is not a BigDecimal/BigInteger. So floating-point numbers will be detected as a `double` rather than a `float` and integers will be detected as a `long` rather than an `integer`. You can dynamically map floating-point numbers to doubles by using `double` as a `match_mapping_type` and `double` as a type i","Numbers cannot be mapped to a double datatype using match_mapping_type. I'm still uncertain how to handle this part. The json parser assumes the wider data type other than BigDecimal/BigInteger, so floating-point numbers will be detected as 'double' rather than as an _float, and integers will become progressively longer than an_integer. We can dynamically map floating point numbers to doubles by using -double as the corresponding s.",0.9841147661209106
36," as deliberate DOS and opportunisitc eavesdropping by anyone who can spoof email addresses.  Authors of the standard say its security depends on a working spam filter - does that sound like strong security? Wild guess.. pretty soon spammers will start inserting fake autocrypt headers to improve ham/spam score of their messages.   Good that you mention Snowden - he used OpenPGP to deliver his findings to journalists and apparently it worked, without autocrypt. And it is a nice reading how he did it. Good s","As deliberate DOS and opportunistic eavesdropping by anyone who can spoof email addresses, the authors of the standard describe its security as relying on a working spam filter. Does that sound like strong security? It's worth noting that spammers may soon insert fake autocrypt headers to improve the ham/spam score of their messages. It is interesting that you mentioned Snowden, who used OpenPGP to deliver his findings to journalists and it seems to work without auto encryption. And it' is he did it. Good to have spotted the results.",0.9874266982078552
37,"I've noted that when you get the message that you have attempted to register too many times, the system usually ""resets"" and lets you try after an hour or so. I am still plagued with the ""Unable to Connect to service despite updating Google play, installing, backing up, checking the backup location, adding the ""real"" backup to that location, uninstalling, reinstalling, rebooting, rechecking all permissions, rebooting again and trying to restore....   If you get all that then you know where I have been....","I've noticed that when you register too many times, the system usually resets and allows you to try again after an hour or so. I am still plagued by the ""Unable to Connect to service"" despite updating Google Play, installing, backing up, checking the backup location, adding the real backup to that location and repeatedly rebooting. If you understand the context, you can understand where I have been.",0.9867782592773438
38,Rearly. I've encountered some other problems related to audio playing. The only auido player that works for me so far is VLC. So I think (as in most cases) It's just that damn android again.,"Rearly, I've encountered some issues related to audio playing. The only audio player that has worked for me so far is VLC. So, in most cases, it's just that annoying Android again.",0.96753990650177
39,without issues.,This issue is resolved without any issues.,0.906399667263031
40,Err:508,Err:508,1.0
41," [<none> -> pulsar://localhost:6650] Failed to establish connection: Connection refused  even the simple one gives the same error:  consumer = client.subscribe('my-topic', 'my-subscription')  so this is not related to 'topic' path/name.  It crashes at this line inside:     c._consumer = self._client.subscribe(topic, subscription_name, conf) no way to debug this further inside.  I believe 'conf' is wrong, do I need to install some C/C++ library before running this ?  Gurgen","[none> -> pulsar://localhost:6650] Failed to establish connection: The simple one gives the same error: consumer = client.subscribe('my-topic', 'My-subscription') This is not related to topic path/name. It crashes at this line inside: c._consumer = self.-client.send(topic, subscription_name, con) There is no way to further debug this inside. I believe conf is incorrect. Do I need to install a C/C++ library before running this? Gurgen",0.976781964302063
42," where the temporary directory will now be `elasticsearch.XXXXXXX.<eight random characters>`. That's ugly, and macOS is so popular a development platform I would not want to do that.  Given a workaround exists, and we don't want to take on code for unsupported platforms, I am going to close this pull request.","The temporary directory will now be named elasticsearch.XX.xX. Eight random characters> It's not the most elegant solution, and since macOS is a popular development platform, I wouldn't want to implement that change. Given that esoteric workaround exists and we don'T want any code for unsupported platforms,I will close this pull request.",0.9699969291687012
43,"I am able to reproduce this now:  1. user sends a message to your group: you will hear the group sound (as expected) 2. user sends a message directly to you: you will hear the user's sound (as expected) 3. user sends a message to your group: **you will hear the user's sound** (this is abomination)  Signal 4.33.5, Android Pie","I'm able to reproduce the issue as follows: 1. user sends a message to your group: you will hear the group sound (as expected). 2. user directly send s message: You will listen to the user's sound as expected. 3. user transmits an email to you: (you will receive the User'' s voice). This is an unacceptable situation. Signal 4.33.5, Android Pie",0.9321191310882568
44,Damn - I still see this issue in Android 5.1.1,"Oh no, I still see this issue in Android 5.1.1.",0.9780994653701782
45," some usage impediment. Are you sure you want them to not have a chance to understand what they're doing at least at the level at which a decent threat model wizard could explain it?)  It doesn't even have to be a startup wizard - you can keep just the ""revolution vs. casual texing"" question at the startup and put the threat model wizard right in the Settings menu - so the Security section of the Settings menu wouldn't just show you all the detailed options directly but ask you first if you know what you'","There might be a usage impediment here. It would be beneficial if the users could understand the purpose of the code at he level where  seasoned threat model wizards could provide explanations. This doesn't necessarily have to be an entire startup wizard. Instead, let's focus on the ""revolution vs casual texing"" question at the startup and incorporate the threat modeling wizard directly into the Settings menu. By incorporating the Threat model Wizard directly in the settings menu, we can ensure that the detailed options are clearly communicate their significance.",0.9164125919342041
46,"Thanks for the detailed bug report!!! You can send me the log file (manfred at bitsquare dot io) together with trade ID and txIds.  It looks that the dispute payout tx was not successful and need to be redone manually. No worry no fund ever lost. I would recommend after we have resolved that to start over with a new app and new data directory, seems there are some database files screwed up. You can export your payment accounts and re-import them. See http","Thank you for your detailed bug report! If you would like, you can send me the log file (manfred at bitsquare dot io) along with the trade ID and txIds. It appears that the dispute payout TL was not successful and needs to be redone manually. No worries, no fund was ever lost. I would recommend after we have resolved the issue, to start over with a new app and new data directory. There might be some database files that need fixing. You can export your payment accounts and then re-import them. Please refer to the documentation.",0.9821500778198242
47,"@user I have not tested the issue with Linux, but you can try a few other things: - increase window size, - add more arrays & allocations, - decrease allocation size (curiously, a 10 times larger array than what's in the example works fine).  If you have a modern machine, it might be able to handle a lot more & faster than mine. Generally try doing something time consuming after `size()`. Another example:  ``` java void setup() {   size(600, 600);   // fix: ellipse(100, 100, 50, 50);   loadPixels();   upd","@user I haven't tested the issue with Linux, but you can try a few other things: - increase window size, – add more arrays and allocations, and — decrease allocation size. Interestingly, on  saturday, it might be faster to handle it than mine. Another example: // java void setup()  size(600, 600); // fix: del(100, 100, 50, 50%); loadPixels(); upd.",0.9175931215286255
48,I suppose YouTube changed something in its page layout.,It seems that YouTube has changed its page layout. Let's investigate and fix this issue.,0.9102436304092407
49,It isn't supposed to.,It doesn't appear to be functioning as intended.,0.8734067678451538
50,"FWIW, I've been testing my app on Genymotion, Galaxy Nexus and S4 today and haven't seen the bug at all. They're all 4.x devices though.","Just a heads up, I've been testing my app on Genymotion, Galaxy Nexus, and S4 today and haven't encountered the bug at all. However, they're all 4.x devices.",0.9919556379318237
51,I end up with multiple slots on my shiny server and have to add the same people every time. With this many people it is getting incredibly inconvenient.,I find it quite cumbersome to maintain multiple slots on my shiny server and to add the same people repeatedly. It's becoming incredibly inconvenient.,0.971856951713562
52,What a shame :(,Not Generated,0.6541999578475952
53,"oh man, jar hell? I guess you should enable jarhell checks in your app. I will use this as an example for everybody complaining in the future.","Oh man, why not enable Jarhell checks in your app? I think it would be beneficial to use this as an example for future users.",0.8628248572349548
54,"I think we're at the mercy of gstreamer here, it's not something we can fix.","We're currently dealing with gstreamer, and we cannot fix it right now.",0.9152506589889526
55,holy f*ck  this issues opened on 21 Dec 2015 and no import from csv to database ( (3 years gone),"Oops, this issue opened on 21 Dec 2015, and it's frustrating to see no import from csv to database (after three years).",0.9168682098388672
56," there is no real need for Test scope in 99% of the cases so in upcoming version this might be the way to go. For instance all our REST tests run against such a cluster, they are way more reliable than all other tests.","In most cases, there is no real need for Test scope, so in the upcoming version, it might be beneficial to consider this approach. For example, all our REST tests run against such a cluster, and they provide much more reliable results than other tests.",0.9810137748718262
57,I just tested the same thing on `demo.thingsboard.io` and can not reproduce the problem. A diff between v2.5.2 and develop/3.1 shows no changes to anything CoAP related. Wtf?,"I recently tested the same thing on demo.thingsboard.io, but I couldn't reproduce the problem. A comparison between v2.5.2 and develop/3.1 shows no changes to anything CoAP-related. What's going on?",0.9909554719924927
58,-1 to enable by default. That's horrible!,"By default, we should enable it with a -1. That's not ideal!",0.8573527336120605
59,Using sleep not the best solution whenever in my cases it won't work 100% in all cases. I have tried out lots of different workaround and no one worked for me well. That is real pain in the ass as we heavily use this component.,"In my cases, using sleep is not the best solution as it doesn't always work 100%. I have tried various workarounds, but none of them have worked well. It's a real pain since we heavily rely on this component.",0.9707078337669373
60,"sorry to paraphrase what you said; as no exception is thrown in this operation on the primary shard it will be repeated on the replica shards, which is pointless and we should prevent this?  a naive/ugly approach would be to check that the primary's response version is the requested version and therefore that a change happened, erm I'll look into it now.","I'll look into your statement further. Since no exception is thrown during this operation on the primary shard, it will be repeated on all replica SMs, which seems unnecessary and could be prevented. A more appropriate approach would be to check if the Primary's response version is the requested version, ensuring that any modifications are made. I will investigate this further and make the necessary changes.",0.8643563985824585
61,"rd Indicator and it's features (i.a. full text search), so I didn't bother testing other clipboard managers.  But if I can test something specifically to help resolve this issue, let me know!","I focused on testing the rd Indicator and its features, including full text search, so I didn't bother testing other clipboard managers. However, if you have any suggestions on how to address this issue, please let me know!",0.9659677743911743
62,Looks like you're ready to open a PR!,Let's discuss the details and potential improvements for this code.,0.5549700856208801
63,"stalled. - `craptube-name.jar`: The extension name is different from the service name, so it should fail after having accepted installation. - `craptube.jar`: It now has even more `CRAP`.  Please keep this version installed and add subscriptions and remote playlists from various services. When I post the next version, it will have a different DB scheme, so the migration for that should be tested.","The migration process has been delayed due to a stalled issue. Please ensure that the extension name is different from the service name to avoid any confusion. After accepting the installation, the migration should proceed without any further complications.",0.8086244463920593
64,"my hardware to bigger numbers but i don't need it.  After 24h, when some of the documents with the same ID comes in, the performance drops miserably to 500 documents per second, even less, then the CPU skyrockets and iowait sucks most of my resources. I tried changing the batch size, the threads, but no solution found.  I wanted to underline that you don't need duplicate documents in the same bulk request to trigger this ugly performance issue. You just need to update a few existing documents per request ","I understand that you don't need to set bigger numbers for your hardware. However, after 24 hours, when some of the documents with the same ID arrive, the performance drops dramatically to 500 documents per second, or less. I attempted modifying the batch size and the threads, but I couldn' find a solution to this performance issue. It's worth highlighting that there're no duplicate documents in the exact same bulk request to trigger this issue; it'll be enough to update fewer existing documents each request.",0.9537254571914673
65,"where?  This is the best I could find...   * no official helpdocs for endusers whatsoever == http  * github-based quasi-official helpdocs give no detailed instructions whatsoever == http  * 2017 tacitly-official comment by moxie0 says to try googling(tm) to learn how == http   * 2018 unofficial-comment with SOMEWHAT detailed instructions == http  (""open a command prompt"" is not really aimed at the everyday enduser from the whatsapp crowd however!)  * 2014 unofficial-commentTwo with significantly different","Here's the best I could find: There are no official helpdocs for endusers whatsoever, as far as I can tell. http * GitHub-based quasi-official helpDOCS provide no detailed instructions whatsoever == http // 2017 tacitly-offical comment by moxie0 suggests trying Google searching(tm) to learn how to ==> http",0.9563612937927246
66,githubusercontent.com/5811393/41500883-7e68a2b2-719a-11e8-8943-5a31da6246a1.png) ...Then I ractivated the realtime protection. And it's allright. Damn Windows !,Here's the link: GitHubusercontent.com/5811393/41500883-7e68a2b2-719a-11e8-8943-5a31da6246a1.png)...Then I reactivated the realtime protection. It seems to be working fine. Apologies for the issues.,0.9307593107223511
67,uments in a log-like file for ECS.  Hope this rambling make sense. Thank you for the valuable input!,I appreciate your input in providing this context.,0.707434892654419
68,I'm afraid I didn't understand your comment.,I apologize if my previous comment didn't convey the intended meaning.,0.8296980857849121
69,Closing.  The PR contains changes from multiple branches...I hate Git.,Closing. The PR contains changes from multiple branches. I understand that Git can be challenging to work with.,0.9773684740066528
70,"t behavior from ""hey everyone that person you have stored in your addressbook for some possibly creepy reason is now on Signal! Creep them out!"" to that stalker having to [look up on WikiHow](https://www.wikihow.com/Know-if-a-Contact-Is-Using-Signal) a way to spy.  I cannot find a single open one that speaks to this at all, though i do understand that ending the functional directory of Signal users is a goal: http (though that's so focused on the technical, hiding stuff from your own phone, that i'm still","From the creepy behavior of having stored someone in your addressbook for some potentially creeping reason, to the stalker needing to [search on WikiHow](https://www.wikihow.com/Know-if-a-Contact-Is-Using-Signal) as a way to spy, I couldn't find  ONE open document that addresses this goal. However, it is important to end the functional directory of Signal users, which is primarily focused on technical aspects and hiding stuff from your own phone, so I still feel the need to keep an eye on the technical aspect of the practical side.",0.9299393892288208
71,I don't think we're ever going to get more info.,"We're already a bit behind in this, and I'm hoping to catch more details in the future.",0.743663489818573
72,"Damn paper trail. Sometimes, when I'm alone in the dark, I like to break all the things.","There's a paper trail everywhere. Sometimes, when I'm alone in the dark, I like to break it down.",0.9440482258796692
73,"tty common nowadays). Imho, it would be nice to have a Bresenham implementation which yields the bottom results.",It's becoming increasingly common practice to have a Bresenham implementation that yields the best results.,0.7901343703269958
74,relevant reading material:  http http  looks like there is a fix but pretty ugly,"Relevant reading material: http:// It seems like there is a fix for this, although it's not the most elegant solution.",0.742794930934906
75,the less maven the better,"The more specialized the developer, the better.",0.7289524078369141
76,"I disagree on anything looking outdated in v 5.6*. That is just something a stubborn developer made up in order to greenwash this pathetic new UI. Nobody with a brain actually using email would prefer this garbage over the older look. It's not opinion, it's fact. It's over for k9. Someone should fork the older code, insert the back-end upgrades and release a truely new version under a new name, not this disaster of a 'redesign'.","I strongly disagree with anything appearing outdated in version 5.6*. That was an intentional choice made by a developer to greenwash this new UI. Nobody who actually uses email would prefer this outdated look over the older one. It's not an opinion; it' s based on fact. The time has come for k9. Someone should fork the old code, integrate the back-end upgrades, and release  genuinely new code under 'a new' name, rather than engaging in ensuing chaos.",0.9600638151168823
77,"> NACK lack of code formatting.  Hi, fixed and squashed.","Hi, I've fixed it and squashed the issue.",0.5566511154174805
78,Yuuuup,Okay.,0.737088680267334
79,"@user damn, you right.. the first command that works is  ``` colttt@graylog ~ # echo '{""version"": ""1.1"",""host"":""example.org"",""short_message"":""A short message that helps you identify what is going on"",""full_message"":""Backtrace here\n\nmore stuff"",""level"":1,""_user_id"":9001,""_some_info"":""foo"",""_some_env_var"":""bar""}' | nc -w 1 -u syslog.example.de 12200  ```","@user You're right, my mistake. The first command that works is:  coltt@graylog - # echo '""version"": ""1.1"",""host"";""example.org"""",short_message"" :""A short message that helps identify the issue"" (""full_messaging""):"",Backtrace heren'more stuff""=""level""""-9001,""_some_info"" ""foo""',"","""""",_env_var""bar"" | nc –u syslog.examine.de 12200 enviral""|nslo w 1 &ue schalea p ym.xae.",0.9359801411628723
80,"@user the stars are just decoration. I thought it would look better. Tho i don't have an Idea how to style up the header.  However I thought about letting the user decide what he wants yo see on his main page, so instead of just letting him see a kiosk we could add something to the settings so he can set a channel/the channel view/feed/blank page/ or kiosk.  Now i would like to list the available kiosks in the dropdownmenue. (Not as separate fragments).  Also as headline of the main page id like to put th","@user The stars are just decoration. I thought it would look better. However, I don't have an Idea how to style the header. Instead of letting the user decide what he wants to see on his main page, let's add something to the settings so s/he can set a channel/the channel view/feed/blank page/ or kiosk. Additionally, as the headline of the mainpage, i would like to include the available kiosks in the dropdown menu.",0.9806094765663147
